created at,author,title,description,rating,replied,response,responseTime
2023/08/01 09:09,Janet P,HUGE ***** and losses,"I have had ***** on my credit card Jan 2023, which they said they would reverse before it went through, but did not.  Furthermore, stopping the card and decreasing permissions and online allowance to nil did not help and another lot of ***** went off 10 days later.  I am not using the card at all, cannot use it, cannot get in to my account,.  They have now taken the full R41000 plus off my other FNB bank account - ********, surely!!!???.  I am working with ombudsman now for 7 months (says HUGE backlog with this bank), but they just keep dragging it out.  DISGUSTING SERVICE.  Please be careful with this bank.  I hear they are in trouble.",1,1,"Good day Janet Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-08-01 09:36:10
2023/08/01 09:05,Timothy K,Anti *** capitec LGBTQ+ does matter,You guys in your Woodstock branch should be ashamed they told me straight that they can't assist me because my surname changed because of same *** marriage bit they would've understood if it was a normal couple wow so what are we as the LGBTQ+ community to you guys just a money making scheme to make money out of us on accounts that we open they even said they can't see my ****en name on marriage certificate where in South Africa will it be on you new marriage certificate but anyway now I'm sitting here and they trying everything not to assist comes from Thabiet and Anele,1,1,"Good day Timothy Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-08-01 09:35:56
2023/07/31 23:35,Noloyiso L,Disappointed,"Hi, I am disappointed but that's not my name my name is Noloyiso
E-mail:***********
Mobile numher:**********
Account number:**********
This is after I reviewed my transactions on the app, I have an amount of R300 that went off from my account on the 26th of July 2023. This payment was not authorized because the bank did not send an OTP to authorize this and I also did not get any SmS notification to advise that R300 has gone off my account. 

I made a payment for zone fitness and I received a Authorization code to pre authorize that amount Capitec: Payment -R1219.00 from SAVINGS ACCOUNT; Ref ZONE FITNE NETCASH Town ZA; Avail R576.65; 26-Jul. Info **********, 

Capitec is letting ****mers to bypass the  security system, because had I received an OTP to Authorize the amount and had I received a SmS notification to report the purchase I would not be here. I believe that a financial institution should protect their clients by securing their banking.  My banking is not secured if I cannot trust the bank with R300.  I was at the Bellville Branch in Boston I was assisted by Zac and Kyle his assistance manager  they have very dry customer service skills I must say,, I seat on the chair for an hour. Zac could understand where I'm coming from as a client I'm assuming that most client are complaining about the same thing. Zac called his manager for. Me Kaylee, the only thing that he was good at it googling this service or product and treatede like a lying customer who authorized the payment and just cannot remember, he asked a lot of questions about where I was and told me  how this payment might gone out when I was paying, he could not careless about how I did not authorize it. 

Who ever that is going to deal with this query, must be aware that I'm a sober client and I want my money refunded as soon as possible. The reason that I want my money refunded is because the bank is failing or failed to protect my funds, because i did not get OTP nor notification that means the mastermind is inside the bank and knows very well how to pin point and bypass the system. I'm not going to allow the Bank to make me part of the victims lastly who ever thinks that I should change the card should have a waver fee ready because I'm not paying for no card, Capitec let the ****mers access my banking now I have to be the one that sufferes financial decrement. 
Kind regards 
Noloyiso",1,1,"Good day Noloyiso Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-08-01 09:35:38
2023/07/31 20:49,Thuleleni M,Capitec Bank,"Good day All

On Thursday 27/07/2023,i received a call from someone saying they are calling me from the department of labour and they were calling to inform me about my application. The guy told me to accept a pop up notification on my app and the pop up message was written Accept payment of R2690 and I canceled the payment but it went off my account and I immediately called customer service and they said it's ***** and that I should report it to my nearest branch, I went to the capitec branch and the consultant confirmed that the payment on my statement is written not yet processed and when we called the company the description was written under they confirmed that the payment went through on their side and that they cannot assist us with the reversal.",1,1,"Good day Thuleleni Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 21:27:26
2023/07/31 20:23,esther,Capitec bank is really there dumbest bank ever I'm moving my salary ****k,Capitec and they stupid developers created some dumb security thingy on the app 🙄 they say take a selfish it doesn't even let you get to the part where u can actually take the ****** picture..I tried sending a simple 3000k from the account its refusing why whyyyy whyyy,1,1,"Good day Esther Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 21:26:42
2023/07/31 19:01,Simamkele Q,Capitec Booked Account,NEGATIVE. My account was blocked for no reason.,1,1,"Good day Simamkele Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 19:28:36
2023/07/31 18:35,Simon R,Capitec refusing to remove a stop to my account with them,This bank is really not caring about me. This if officially 31 days after submitting a multiple court orders for them to remove a stop to my account and they really don't care. Multiple calls and emails have already been made with them and they do not care. I give up. I think its time i let go because i think i am really done spending money and my time on this. Can someone please help as they are event ignoring a communication from court,1,1,"Good day Simon Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 18:47:35
2023/07/31 17:20,Matthew L,Card possibly sent to me which I did not order and do not want to help  me with info,"I have received a call from a courier company telling me they have my Capitec credit card that needs to be delivered to me. But I did not order one. I have phoned Capitec to confirm this and they were unable to provide me with any concrete information as to why the card was sent to me. They say they would not send me a card, yet in some special cases they send them. All I wanted to do was speak to someone who specialises in the matter to give me clarity not the preprogrammed blanket statements I was getting from customer support. I just want someone from the relevant department to confirm that a card was not sent to me. This is concerning, the company is a legitimate courier company but I do not want to meet them unnecessarily.  I was referred from person to person for almost half an hour and eventually I just got the same recording that that I receive when I call to press numbers to get certain functions. This is horrible service. Surely someone should be able to definitively tell me whether a card was sent or not.",1,1,"Good day Matthew Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 18:46:59
2023/07/31 17:00,Edgar R,Money ****** from Capitec account,On the 29 june 2023 my account was hacked and R8000 ****** from my bank account i immediately went to the bank and the clerk told me that my money was out of my account but still within the system and now on 31 july 2023 they let me know that i lost all my money and that i must replace my bank card i don't know how but someone in Pretoria swiped my card at a hardware store while i am in Capetown a similar thing happened to a colleague of mine at the same hardware store Malik hardware and Mo kelvin trading all my debit orders was not paid and now i must just accept what happened to me,1,1,"Good day Edgar Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 18:45:47
2023/07/31 16:36,Amukelani B,Transferred money not reflecting on my account ****!,"I have been waiting for feedback regarding my funds that did not reflect on my capitec account. To this day they haven’t called me. I just received an sms saying they are closing my case if I don’t call, they don’t even pick up calls when i call. I am disgusted by this bank. It’s a **** nje",1,1,"Good day AmukelaniThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 16:38:36
2023/07/31 16:10,Abram L,Open my account I can't even work,I'm not happy with capitec at all someone transferred 210 in my account and it got blocked for nothing please open my account this is really a bad review on capitec now we are not allowed to receive money from our relatives please open my account capitec account ********** open my account,1,1,"Good day AbramThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 16:12:43
2023/07/31 15:16,NOLWAZI D,Confirmation that the are no chargeback on my transactions,"Hello I'm in need , call center fail to help me  mamello help last week but forgot to add the date of transaction and amounts so please can someone help me with email to confirm the are no chargeback, despute on transaction i made april 26 (R6000)",3,1,"Good day NolwaziThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 15:20:11
2023/07/31 15:02,Faith S,"ATM jammed with my money and not returned even past 24 hours, no lucrative response from Capitec.","I am so disgusted and disappointed with Capitec service. I went to deposit rent money at the Meadowland ATM and the it got jammed as the machine was processing the transaction, my money was not returned and also did not clock in to my account. I am so disappointed with the poor service as i speak right now I still have not gotten the money back, I am being told about procedures of 7 to 14 days, while i have already incurred costs of debt order bouncing and possible eviction with my two kids. 24 hours has passed with no lucrative response all i am getting is people from their call centre telling me about the Procedure BUT ALL I WANT IS MY  MONEY R4950 SO THAT I DO NOT GET EVICTED WITH MY KIDS.",1,1,"Good day FaithThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 15:19:59
2023/07/31 14:52,Odette O,Capitec disaster,"I have paid money from USA to my capitec account on 5th of July and received an email on the 7th that a new standing instruction needed to be completed due to the reference changing from sender,
I have done the new form and changed code to 410 as instructed but no adjustment has been made to allow the money to be paid to my account, 
More than a week ago I received an email stating that it was loaded and all funds will be paid to my account, my joy was short lived when I received another mail days later stating the exact same reference I already changed on new form must be updated to the same reference that I changed it to already.
The time difference makes it extremely difficult to phone and hang on the line for an unforseen time so I am literally on my last thread here to get assistance  for my money to be paid to my account so my debit orders can go off without incurring costs. I would like to have my pending money sent back so I can close my account please,
Your mail just gets transferred to the next person no one is taking ownership of this",1,1,"Good day OdetteThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 15:19:47
2023/07/31 13:39,Thandeka M,Forex department nightmare!,"It’s been such a nightmare with their forex department! What is going on!!! 
Every month the funds would reflect on time and without any issues but now it’s an issue BUT NO ONE ANSWERS YOUR EMAILS OR CALLS. 
I’ve tried everything. I’ve tried all their social networks and WhatsApp but still nothing. 
It’s the last day of the month and still nothing! It’s so unprofessional. I’ve done their form. I have so many incidents numbers but no money in my account. I’m so livid!",1,1,"Good day ThandekaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 14:02:54
2023/07/31 13:02,Carrinna G,Most unsympathetic and eneducated employees/bank,"You expect to get a response when you receive an email from your given bank? Correct? well daeng!! Wrong. Not only that, but their ""whatsapp"" customer service is full of uneducated human being's who lack any knowledge of your account and your service complaint.. and then get highly offended and threaten to close your chat.. When they clearly have no knowledge of the anguish they are actually putting you through in the first place. All they want is a 9-5 job where they get paid.. fulfill their quota of ""calls"" for the day and get to go home..

When did the customer become so redundant?

When has their lack of empathy and service become so blase they just couldn't give a sh*s! 

My query has been sitting with capitec for 2 weeks, and hours on phone calls been put on hold and my frustration levels are getting higher and higher!!",1,1,"Good day CarrinaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 13:05:15
2023/07/31 12:40,Leon,Capitec Cellphone App,"I completely understand why certain security features are in place. I know they are trying to protect their customers from *****, but the problem is its so over the top that the account holder cant even access their funds.
On a few occasions I have tried to transfer money from my account to a new beneficiary (My Wife who also banks at Capitec). When you try to make the payment, the app wants to take a selfie. Althou the feature is good, it doesnt work because it doesnt recognise my face.
The call Centre advised that I should go into the branch. So I went into the branch and asked them to take a new photo of me. I tried again and it still doesnt work. II have no choice but to go through the irritating process of closing my accounts and going to a new bank where I can have access to my money.",1,1,"Good day LeonThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 12:42:30
2023/07/31 11:53,Nomfundo G,Capitec refuses to offer loans to their customers due to past debt that was handed over and now is settled,In 2015 I made a loan with Capitec unfortunately my salary was frozen from 2017- 2018 i found out that my account has been handed over to dmc I made payments till I finished submitted my proof that I completed payment ....Capitec says this credit will stay on my profile and I will never get credit from them.....that's unfair Ive been banking with Capitec since 2013 till to date but Im being punished for loosing a job which is not my fault no ...I think I will change banks I'm being used here,1,1,"Good day NomfundoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:56:47
2023/07/31 11:36,Petro,CAPITEC NOT RELEASING MY SALARY!!!!!,"For almost 2 years my salary has been coming into Capitec from the DRC without any issues and with a standing instruction on file.  Last month all of a sudden there was a problem and Capitec called me while I was in South Africa, the lady assured me that everything is fine now and I will have no further issues.  This month there is again a problem with Capitec releasing my salary!!!!  I have now tried since Thursday last week to reach the back with NO success, the phones are just not answered.  I have sent a mail as that is what the lady told my wife I need to do this morning and still NO response and NO salary!!!!  The bank refuses to speak to my wife although I was assured she has power of attorney on my account.  Is Capitec going to fund my debit orders going off tonight??  And will they also sent letters to all my debtors explaining why my accounts are not paid all though my salary has been with them for days?????? THIS IS UNACCEPTABLE",1,1,"Good day PetroThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:57:22
2023/07/31 11:20,Dineo M,It is a nightmare to get answers from Capitec!!!!!,"I have been calling and calling for over a month now I'm really tired of being taken from pilar to post unnecessarily so, Capitec needs to decide if they want to continue rendering a service to people or close shop because this is really ridiculous, I'm trying to get hold of the president all I want is feedback about where they handed over my account, if I don't get this response Capitec must give me in writing that I don't owe them I can't be spending so much time and money just to get hold of them.",1,1,"Good day DineoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:23:21
2023/07/31 10:43,Kgothatso M,Worst of the worst to ever be a bank,"I cannot fathom how a bank with so many Customers can be so helpless. Everything we hear people complain about Capitec is true.

I got ****med in April where someone reversed crucial payments and paid themselves. I conceded and I simply called Capitec to inform them. I have been communicating via email with them since then and telephonically as well regarding all the information they required to do investigation.

Fast forward to last week, due to work constraints they could not get hold of me during the day and between 08:00 and 17:00 weekdays. I give them a call this morning, all of sudden the matter has been closed because they called me twice and couldn't get me? Yet they left a message that I should give them a call? They have lost another customer. Worst bank ever. *********** and unreliable. Below standard and **** of the corporate world. I regret why o ever left ABSA.",1,1,"Good day KgothatsoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:19:50
2023/07/31 10:38,Katlego M,Account disappeared,My account disappeared on my app and also my card also disappeared now all i get is the message stating that i should collect a card from my nearest branch on the app,1,1,"Good day KatlegoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:19:34
2023/07/31 10:35,mpho,Account,"I transferred funds to an incorrect number on the capitec app but it seems like the number is not registered with them, however the money went out of my account. I phoned the call centre to find out if they can confirm if the money was paid in to a capitec account and if so, can they try to recall the transaction, that lady didn’t even try to assist as she said that there’s nothing that they can do. What I want to know is what if the number I paid is not a Capitec client, where does my money go to coz it went out and they refuse to return it. What I know is if a person  received money accidentally, the bank should be able to make arrangements with that person for the money to be paid into the correct account. Capitec does not even bother to assist! I want that payment to be paid in to the correct account because if the person who receive the money is banking with capitec, they should be able to contact their client. Or return the money back in to my account immediately",1,1,"Good day MphoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:19:17
2023/07/31 10:35,Asanda M,Capitec tells you to change banks then they fail to release your money,Capitec foreign exchange call center… I have been calling since Wednesday morning 9:00  - 16:00 and i mean consistently staying online no answer apparently their lines are busy from Wednesday- today no one will to assist basically. I called customer service to get help instead they told me I can go to the branch and change bank if I find it hard to be on a call since Wednesday up until now this morning. I will definitely change banks but please release my money that you holding its 47K thanks,1,1,"Good day AsandaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:18:59
2023/07/31 09:55,Cobus,Impossible to get hold of,"What a mission to get to speak to anybody at Capitec, in my case to get confirmation of a winning Lotto ticket bought on their app. Their customer care is down, trying their Whatsapp bot is a true nightmare and the agents on GB messenger refer you straight back to Ithuba, who cannot assist as the ticket was purchased on the Capitec app. No use trying to tell the agent this, they simply cut you off. I guess you get what you pay for. Time to change banks, a few bucks more for proper service is well worth it, it would seem.",1,1,"Good day CobusThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:02:07
2023/07/31 09:26,Louis B,Useless and dysfunctional ATMs,"I have to deposit my rent at the ATM in Brits every month, and yet every single month when I get to the ATM, deposits are either unavailable, or the ATM rejects all of the money, or it accepts the notes, only to reverse the transaction half an hour later when you're long gone from the ATM, leaving you to contact Capitec Head Office to sort it out, while you wait days for the money to actually reflect in your account. And they don't do deposits in the branch.",1,1,"Good day LouisThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 11:01:39
2023/07/31 09:21,Mbali N,Retrenchment claim,"No feedback still , after writing my complaint last week and lady called saying someone will give me feedback, nothing till then. You guys don't really care about your clients. Settle my account, so I can close it please .",1,1,"Good day MbaliThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 09:43:02
2023/07/31 09:12,Japie C,BAD customer help when called **********,"The people do not know there work. I can not log into the internet banking. The person who ""try"" to help me could only tel me to log in with my account number, and that is what I did. She could not help me as she did not know why nor did she try to help, she did not asked my account number - she only said that I have to log in with my account number. This is no help, I can not believe she get paid for the work she do. This is not the first time, this is bad banking !!! No ref number as she forward the call, nobody answer and the line was cut.",1,1,"Good day JapieThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 09:42:44
2023/07/31 09:01,Marius,POOR AND BAD SERVICE RECEIVE FROM CAPITEC,"""Without Prejudice"" 

Yes, it is me again. Just tell me how many times I must still email you guys to inform you what the problem is and why I am unhappy with Capitec. Once again, the story from myside and I also blame the consultant that informed me not to pay my outstanding Cell C account as I followed his advice. 

As per our telephone conversation yesterday, 27 July 2023. As mentioned, I am very unhappy with the level of service received from Capitec Bank. This is the first time I've ever received service like this. As you mentioned that I was preapproved, so what happened from being pre-approved and promises made to me when I was at the branch to be honored. 

I also copied the CEO on in this email, which I think is also not up to par as he is not taking calls or speaking to customers, as well as the banking ombudsman. 

As mentioned over the phone, you guys advertise everywhere that you must not apply for debt review and that you, as a customer, must first speak to your banker. So, as I am not a fan of debt review, I spoke to one of the consultants at the branch. The consultant then took all my documents, loaded it on the system and posted it. It was declined and he phoned the head office to enquire what the problem was.

That is how I found out about the adverse listing I had on my credit profile. He advised me that I need to get the adverse listing off and contact him again. So, I did that once the adverse listing was removed from my credit profile. He then did the application again; phoned head office and they advised him that I must get the adverse listing removed from my credit profile. I informed him numerous times about my cellphone account that was in arrears, which I also found out during this process. His exact words each and everytime was, nah Mr. Venter do not worry about the cellphone account, when the loan or credit is approved you can pay it in full. Well, as per advice from the consultant, I did just that. He knows better than me, so I thought. 

After a few months struggling to get my name removed on the credit profiles and receiving and building up endless contacts in the process, I informed him once again, as he instructed me to do so.

This is where the problems start. He then turned around and said to me that I must do the application on the app, which I did and the app gave me an error each and everytime. He then said that I must apply for vehicle finance at the banks and if the finance was approved the Capitec will approve me. Once again a FOOL I did as he instructed me. I got a decline as well and by doing this it influences my credit score severely. Do you think it is fair? No, I do not as this is making a huge impact on my credit profile, just to listen to the consultant. 

So, I imagine you can understand my frustration in this regard and that a SORRY Sir, do not cut it!!

Here is what I expect and want from Capitec. Due to this scenario, I want Capitec to approve a credit card or loan account in favour of me so that I can get my accounts paid in full and only have one please to pay each and every month. My salary is paid into my savings account on a monthly basis, so you are guaranteed to get the monthly installment each and every month. Also, I would like a dedicated consultant that I can phone when I have a problem or need to find something out, that can assist me and give me the correct advice. 

I want an answer back from you before 16:00 today, 28 July 2023, or I will take this matter further. Also, I do not want an apology, I want answers as I am entitled to it. 

If it was not for the bad advice from the consultant at the branch, then my cellphone account was paid in full, and it would not show as a huge amount outstanding on my credit profile. 

Also, do not inform me that the adverse listing still shows on my credit profile as it does not. I made sure of it. I have proof that it has been removed from Compuscan, Experian and Transunion.

I also forward an email to the CEO of Capitec, but I do not receive any feedback. I want answers and I want it before 12:00 today, or I will take further steps. Maybe contact all the mayor newspapers to inform all South Africans about the bad service once receive from the branch and heads office. 

I am beyond fed up now. Really. How long must a client wait to get answers from a Bank???",1,1,"Good day MariusThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 09:42:12
2023/07/31 07:39,Hein,No service from Capitec Forex dept.,"No one ever replies to mails at Capitec Bank.  I have an issue with Forex payments.  It has been dragging on for weeks now.  All required documentation is sent to Capitec, yet NO ONE responds to mails.  I have sent 5 follow up mails.  Yet, no answer!",1,1,"Good day HeinThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 09:41:48
2023/07/30 21:30,Lungi M,capitec blocked account,"Capitec bank is a nightmare,my partner had a problem since last year September till now nothing has been rep****,we thinking of taking legal route now",1,1,"Good day LungiThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-31 09:41:12
2023/07/30 15:09,Sibongile M,Accidental Transfer,"I am very disappointed in Capitec and their customer service as well as the way in which the business does not protect it's customers!!! 

I accidentally sent money to an incorrect number on the capitec app, missed by 1 digit!!! The correct number is ********** and the incorrect one being  **********, which is clear human error. 

I then called the client centre and the first guy I spoke to advised that the money was still available on the recipients account and would be reversed back after having informed the guy that the money would be reversed back and that he would call us back to confirm. This call back did not take place and we called the centre again only to be told that it was all dependant on the recipients wether he gives consent or not. 

This person is in a different province!!! The information clearly shows where the money comes from and I fail to understand how Capitec protects it's clients, it seems like it's more in favour of this person who got money that was accidently sent to him. Capitec is clearly saying that you cannot make mistakes and if so you will not be assisted why then do we even have this damn app if it's not to assist!!! 3k is a lot of money to just give away!!!!!!!

To top it all of, I was charged a recall fee of R7 and received an sms saying that the request was successfully completed however there was no incident number provided. I called again to confirm what this meant and I was then told that this meant that the incident was closed, however not that it was successfully completed like wth is that even. I am beyond intrigued by this as I feel it to be an act of ***** from the bank. How should I recover R3000!!! I need this matter to be looked into as a form of urgency!!!",1,1,"Good day SibongileThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-30 15:29:13
2023/07/30 07:10,Kwanele M,Bad customer service,Midway capitec breach customers service is a 0.01% I don't know weather it's because they surrounded by black people or undermine them or just hate doing they jobs...the people that welcome us in are so rude they don't give tickets they don't have order,1,1,"Good day Kwanele Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-30 08:38:40
2023/07/30 01:12,amber S,*******,"I have a loan I have with CAPITEC , every month it's the same 1 debit but this month my account was debited twice for the same amount and no reserval for the app was done...went to a branch and consultant put me on the line with some department but mind you the person that was on the phone was talking about something rather rather then explaining to me why my account was debited twice and consultant in branch could not reverse my debit too as they say it's not their problem.

I'm considering changing banks for this pathetic service as this my money I needed but because half of my salary was taken for CAPITEC and their delayed poor service",1,1,"Good day amber Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-30 08:37:52
2023/07/29 19:41,Kelly L,"Capitec's slogan should be: ""Its Banking, Just WAY, WAY MORE DIFFICULT""","So I app**** for a loan on 26 June 2023, all looked good but the consultant told me that since my bank does not allow Debicheck mandates I could not be approved. So I needed to move my salary to Capitec, meaning I would have to wait an entire month to have my first salary dropped into this new account before I could apply again. This is exactly what I did, even though I needed the money urgently. You know, trusting the process.

Fast forward to 26 July 2023, I return to Capitec to re-do my loan application and I was declined due to an internal banking issue where their system linked my (very, very) old bank account with Capitec to the application, meaning I could not be approved. I then spent this entire week in and out of the branch trying to get this resolved, sent emails, the poor consultants and managers couldn't do anything, and my query is still not resolved. They basically gave up and who can blame them when they have absolutely no support in getting internal system issues resolved? There is just ZERO urgency.  

It's cool, I'll try somewhere else, but I am angry because I did everything they told me to do and moved my salary to this bank just to be treated like this. I am very very unhappy and I wish I never walked into that bank. During all of this, I did not want to and was also advised not to try another bank so that I can have my hard credit queries low, but now looking at Clearscore I have like 4+ unnecessary hard credit queries that have been done by Capitec over this unfortunate period that will surely impact my score. And after all that, still no assistance, no matter how many times the issue was escalated. 

Thanks a lot Capitec for wasting my time, and adding a whole lot more stress to an already super stressful situation that I am in. Great job. Rest assured that I'll be moving my salary and closing this account as soon as humanly possible.",1,1,"Good day Kelly Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-30 08:37:01
2023/07/29 18:08,Itumeleng K,Horrible service,"I'm awaiting my salary from abroad and it came through Capitec for the first time. Worst nightmare ever, I spoke to the person called Zikhona on the 27th July which was the day my salary was already in Capitec's account. I asked her if she could please check what is causing the delay as that should have been released already..she told me there was nothing needed as international payments take 3 to working days I told her I know mine takes three and she still insisted that it takes up to seven days
I asked her if she was not going to check if I need to do anything on my end and she continues to be rude and unhelpful, she then asked for my ID number as if she was talking to a 2 year old..I them told her to put me through to someone who is willing to help as I didn't like her attitude. She gladly sent me back to the queue and I got through to Vinchanzo Mostert who was friendly, professional,knowledgeable and patient with me. He explained the procedure to me end ensured that I received the email before he put me through to the the forexSI department. I didn't get any joy there because I needed to get someone to guide me through the form but I have up while holding on for that department. I then went to the Reade route branch where Dimpho had to run around with the form trying to get people for assist is with having the forms filled in since we were not getting through to ForexSI by phone. We eventually gave up and sent the forms through to them and they said they want them filled in and sent which shows that the person did not open the attachments. 

We received the incident numbers and that's it. 
I had to go to the Protea Glen branch for assistance this morning yet they also didn't win as the dpt works Monday to Friday till 5 pm. 

I do not have my salary as we speak and I have debit orders that are busy bouncing from my other back account because I didn't transfer the amount on time...I hope I will not inccure any charges because Capitec is withholding my salary.

My colleagues also experienced such an experience as well and this is really ridiculous and I also have responsibilities with that salary. 

I'm also going to close this accra d go back to the other back as they approve such on the App and the process and service is up to standards. 

I need my salary transferred into my account by Monday please. I need to pay rent,school transport and other depts by then.",1,1,"Good day Itumeleng Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-30 08:36:32
2023/07/29 16:37,Katlego M,Qccount being blocked and i dont know why,My account has been blocked and i dont know why because currently i cant access my funds account,1,1,"Good day Katlego Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-07-29 16:57:09
